Unique ID,Created on,Created by,Serial,Name,Last Seen - start,Last Seen - end,MAC Address,Owner,Model,Order Ref,Status,Tags
5943,16/11/2015 11:57,Matt Krins,LRH4VB0,,,,,tes0031,X131e Chromebook,Parent Purchase,With Vendor,
